property_number,venue_name,venue_address,suburb_name,space_type,website,lat,lon,location,geolocation
609454,Alumbra,"Shed 9, Victoria Harbour, Docklands, 3008",Docklands,Nightclub,http://www.alumbra.com.au/,-37.81656882,144.943835,POINT (144.943834998348 -37.816568815),"-37.81656881500009, 144.94383499834845"
646930,Bar Nacional,"Tenancy 47, Ground, 727 Collins Street, Docklands, 3008",Docklands,Bar,http://www.barnacional.com.au/,-37.82046726,144.9498229,POINT (144.949822902931 -37.820467259122),"-37.82046725912159, 144.94982290293075"
681513,Bomba Tapas Bar and Rooftop,"Ground & Rooftop, 103 Lonsdale Street, Melbourne, 3000",Melbourne (CBD),Bar,https://bombabar.com.au/,-37.81038063,144.9692358,POINT (144.969235763373 -37.810380634625),"-37.81038063462455, 144.9692357633733"
642863,"Club 23, Crown Melbourne","Restaurant Crown Towers Hotel, Crown Casino, 8 Whiteman Street, Southbank, 3006",Southbank,Nightclub,http://www.level3atcrown.com.au/,-37.82243273,144.9601749,POINT (144.960174881083 -37.822432727203),"-37.82243272720292, 144.9601748810828"
627193,Aria Bar & Lounge,"Podium, 1 Southgate Avenue, Southbank, 3006",Southbank,Bar,http://www.sebeldocklands.com.au/en/meeting-rooms/aria-bar-and-events.html,-37.82047862,144.9658909,POINT (144.965890924585 -37.820478615158),"-37.82047861515797, 144.96589092458512"
515538,Paris Cat Jazz Club,"4-6 Goldie Place, Melbourne, 3000",Melbourne (CBD),Venue,http://pariscat.com.au/,-37.81355853,144.9607541,POINT (144.960754075817 -37.813558526666),"-37.813558526665716, 144.96075407581748"
567241,Clique Bar,"Level 1, 26 King Street, Melbourne, 3000",Melbourne (CBD),Nightclub,http://www.cliquebar.com.au/,-37.81961099,144.957393,POINT (144.95739295718 -37.819610990111),"-37.81961099011078, 144.95739295718033"
640957,Man Tong Kitchen,"Shop 46B, Ground, 8 Whiteman Street, Southbank, 3006",Southbank,Bar,http://www.mantongkitchen.com.au/,-37.82237743,144.9601366,POINT (144.96013664102 -37.822377433701),"-37.82237743370056, 144.96013664101957"
513494,Randy Dragon,"Unit 1, Basement, 313-315 Flinders Lane, Melbourne, 3000",Melbourne (CBD),Bar,http://www.randydragon.com.au/,-37.81745674,144.9637891,POINT (144.963789133958 -37.817456737067),"-37.817456737067324, 144.96378913395765"
105749,QV Melbourne,"278-300 Swanston Street, Melbourne, 3000",Melbourne (CBD),Bar,http://www.qv.com.au,-37.8110354,144.9646718,POINT (144.964671763565 -37.811035401688),"-37.81103540168751, 144.96467176356475"
101221,The Elephant and Wheelbarrow,"94-96 Bourke Street, Melbourne, 3000",Melbourne (CBD),Hotel,https://bourkest.elephantandwheelbarrow.com.au/,-37.81200304,144.9703259,POINT (144.970325870793 -37.812003038513),"-37.812003038513254, 144.97032587079298"
598592,RACV City Club,"501 Bourke Street, Melbourne, 3000",Melbourne (CBD),Hotel,https://www.racv.com.au/travel-leisure/racv-club/city-club.html,-37.81557208,144.9591017,POINT (144.959101700764 -37.815572078336),"-37.81557207833605, 144.9591017007643"
508983,Roxanne Bar,"Level 2-3, 2 Coverlid Place, Melbourne, 3000",Melbourne (CBD),Venue,https://www.facebook.com/roxannebarmelbourne/,-37.81229008,144.9685609,POINT (144.968560880516 -37.812290077618),"-37.812290077617654, 144.96856088051632"
540196,The Palms At Crown,"Shop 54A, Level 2, 8 Whiteman Street, Southbank, 3006",Southbank,Bar,https://www.crownmelbourne.com.au/events-conferences/function-venues/the-palms-at-crown,-37.82237606,144.9600572,POINT (144.960057153938 -37.822376056539),"-37.82237605653925, 144.96005715393778"
601617,Lion Hotel at Melbourne Central,"Shop 303, Level 3, 300 Lonsdale Street, Melbourne, 3000",Melbourne (CBD),Bar,http://www.acemelbourne.com.au/mclion/,-37.81049466,144.9626089,POINT (144.962608923036 -37.810494663239),"-37.81049466323917, 144.96260892303593"
644613,Urban Central Backpackers,"Pt Ground & Levels 1-5, 334-342 City Road, Southbank, 3006",Southbank,Venue,http://urbancentral.com.au/,-37.82795248,144.9575823,POINT (144.957582347518 -37.827952475955),"-37.82795247595504, 144.95758234751773"
602248,Workshop,"Level 1, 413-417 Elizabeth Street, Melbourne, 3000",Melbourne (CBD),Bar,http://www.workshopbar.com.au/,-37.80915406,144.9606401,POINT (144.960640079204 -37.809154064931),"-37.80915406493112, 144.9606400792035"
109416,Melbourne Town Hall,"90-130 Swanston Street, Melbourne, 3000",Melbourne (CBD),Performance space,http://www.melbourne.vic.gov.au/community/hubs-bookable-spaces/Pages/melbourne-town-hall-rooms-for-hire.aspx,-37.81491254,144.9664536,POINT (144.966453617043 -37.8149125438),"-37.814912543799636, 144.9664536170434"
104020,The Forum Theatre,"150-162 Flinders Street, Melbourne, 3000",Melbourne (CBD),Venue,https://forummelbourne.com.au/,-37.81672152,144.9694951,POINT (144.969495093855 -37.816721524225),"-37.81672152422505, 144.9694950938554"
544022,Polepole Bar,"Ground & Level 1, 267 Little Collins Street, Melbourne, 3000",Melbourne (CBD),Bar,http://www.polepolebar.com.au/,-37.81471253,144.9655624,POINT (144.965562439614 -37.814712534478),"-37.81471253447779, 144.96556243961416"
574265,GoGo Bar,"Basement, 125 Flinders Lane, Melbourne, 3000",Melbourne (CBD),Bar,https://www.chinchinrestaurant.com.au/melbourne/gogo-bar/,-37.81553872,144.9703604,POINT (144.970360362075 -37.815538724717),"-37.81553872471665, 144.97036036207516"
521316,New Guernica,"Level 2, 318-322 Little Collins Street, Melbourne, 3000",Melbourne (CBD),Nightclub,http://www.newguernica.com.au/,-37.81503811,144.9641086,POINT (144.9641086403 -37.815038108402),"-37.81503810840179, 144.96410864029963"
108202,Capitano,"421 Rathdowne Street, Carlton, 3053",Carlton,Hotel,https://www.thebeaufort.com.au/,-37.79645167,144.9705082,POINT (144.970508237456 -37.796451674887),"-37.79645167488737, 144.97050823745553"
626980,The Woolshed,"Shed 9, Victoria Harbour, Docklands, 3008",Docklands,Hotel,https://www.woolshed.melbourne/,-37.81657159,144.943994,POINT (144.943993958449 -37.816571590804),"-37.816571590803626, 144.9439939584494"
588906,Horse Bazaar,"Ground, 397 Little Lonsdale Street, Melbourne, 3000",Melbourne (CBD),Bar,http://www.horsebazaar.com.au/,-37.81181776,144.9601854,POINT (144.960185414344 -37.811817761782),"-37.81181776178239, 144.96018541434393"
604756,CQ Melbourne,"Ground, 113 Queen Street, Melbourne, 3000",Melbourne (CBD),Nightclub,http://www.cqmelbourne.com.au/our-venues/cq-nightclub-home,-37.81589018,144.9609037,POINT (144.960903667548 -37.815890178212),"-37.815890178211724, 144.9609036675483"
107871,Colour Nightclub,"229 Queensbury St, Carlton, 3053",Carlton,Nightclub,https://www.facebook.com/colournight.club/,-37.80447487,144.9611359,POINT (144.961135887382 -37.80447486558),"-37.80447486558001, 144.9611358873818"
543106,The Red Hummingbird,"Level 1, 246 Russell Street, Melbourne, 3000",Melbourne (CBD),Bar,https://www.redhummingbird.com.au/,-37.81048859,144.9672238,POINT (144.967223847059 -37.81048858506),"-37.81048858505954, 144.96722384705905"
678337,Good Heavens,"Level 2, 79 Bourke Street, Melbourne, 3000",Melbourne (CBD),Bar,http://www.goodheavens.com.au/,-37.81207865,144.9710528,POINT (144.971052796435 -37.812078648742),"-37.81207864874162, 144.97105279643523"
664076,Berlin Bar,"Level 1, 16-20 Corrs Lane, Melbourne, 3000",Melbourne (CBD),Bar,http://www.berlinbar.com.au/,-37.81115704,144.9683765,POINT (144.968376547291 -37.811157037789),"-37.811157037789194, 144.96837654729146"
597955,AAMI Park,"AAMI Park, Olympic Park, 60 Olympic Boulevard, Melbourne, 3004",Melbourne (Remainder),Performance space,https://www.aamipark.com.au/,-37.82396877,144.9825546,POINT (144.982554625348 -37.823968769883),"-37.823968769882505, 144.98255462534763"
559367,Robot Bar,"12 Bligh Place, Melbourne, 3000",Melbourne (CBD),Bar,http://www.robotsushi.com/,-37.81710897,144.9637045,POINT (144.963704482789 -37.817108969405),"-37.81710896940462, 144.9637044827892"
621998,Australian Centre for the Moving Image (ACMI),"Tenancy 6, Alfred Deakin Building, Federation Square, 2 Swanston Street, Melbourne, 3000",Melbourne (CBD),Multi-use,https://www.acmi.net.au/,-37.81834623,144.9690867,POINT (144.969086661639 -37.818346230928),"-37.81834623092842, 144.96908666163947"
592872,Belgian Beer Cafe Melbourne,"5 Riverside Quay, Southbank, 3006",Southbank,Bar,https://www.belgianbeercafemelbourne.com.au/,-37.82144024,144.9644607,POINT (144.964460718687 -37.82144024332),"-37.82144024332026, 144.96446071868732"
513483,The Mill House Bar,"Unit 1, Basement, 277 Flinders Lane, Melbourne, 3000",Melbourne (CBD),Bar,http://themillhouse.com.au/,-37.81703741,144.9652433,POINT (144.965243273825 -37.817037406321),"-37.81703740632109, 144.96524327382468"
102064,Harley House,"71 Collins Street, Melbourne, 3000",Melbourne (CBD),Bar,https://harleyhouse.com.au/,-37.81424169,144.971301,POINT (144.971301009754 -37.814241686179),"-37.81424168617854, 144.97130100975428"
630016,Max Watt's,"Gnd & Bmt, 125 Swanston Street, Melbourne, 3000",Melbourne (CBD),Venue,http://www.maxwatts.com.au/melbourne/,-37.81474151,144.9660093,POINT (144.966009289943 -37.814741513042),"-37.81474151304183, 144.96600928994255"
512532,Coopers Inn,"Shop 1, 242 Exhibition Street, Melbourne, 3000",Melbourne (CBD),Hotel,http://www.coopersinn.com.au/,-37.80991657,144.9697586,POINT (144.969758614292 -37.80991656856),"-37.809916568560254, 144.96975861429243"
110733,Arts Centre Melbourne,"100 St Kilda Road, Southbank, 3006",Southbank,Performance space,https://www.artscentremelbourne.com.au/,-37.82155286,144.968885,POINT (144.968885009268 -37.821552859925),"-37.821552859925035, 144.96888500926758"
101450,Dan O'Connell Hotel,"223-227 Canning Street, Carlton, 3053",Carlton,Hotel,http://www.thedan.com.au/,-37.79303583,144.9735257,POINT (144.973525662395 -37.793035832642),"-37.7930358326425, 144.9735256623954"
103994,Insignia On Flinders,"502-504 Flinders Street, Melbourne, 3000",Melbourne (CBD),Bar,https://www.zomato.com/melbourne/insignia-flinders-street-cbd-melbourne,-37.82013879,144.9577224,POINT (144.957722420873 -37.820138791565),"-37.82013879156501, 144.95772242087293"
106329,Hardimans Hotel,"521 Macaulay Road, Kensington, 3031",Kensington,Hotel,http://www.hardimans.com.au/,-37.79436126,144.9286032,POINT (144.928603159255 -37.794361259769),"-37.79436125976925, 144.92860315925475"
105379,Colonial Hotel/Brown Alley Night Club,"240 King Street, Melbourne, 3000",Melbourne (CBD),Hotel,https://www.thecolonialhotel.com.au/,-37.81460565,144.9550937,POINT (144.955093689274 -37.81460565415),"-37.81460565414994, 144.95509368927424"
644830,Bird's Basement,"11 Singers Lane, Melbourne, 3000",Melbourne (CBD),Venue,https://birdsbasement.com/,-37.81120983,144.9567972,POINT (144.95679721844 -37.811209833262),"-37.8112098332617, 144.95679721844013"
106081,The Curtin,"John Curtin Hotel, 27-31 Lygon Street, Carlton, 3053",Carlton,Venue,http://www.johncurtinhotel.com/,-37.80621217,144.9658161,POINT (144.965816062482 -37.806212169256),"-37.806212169256085, 144.9658160624824"
105705,Club Retro,"383 Lonsdale Street, Melbourne, 3000",Melbourne (CBD),Nightclub,http://www.clubretro.com.au/,-37.81272938,144.9612212,POINT (144.961221230339 -37.812729378943),"-37.812729378942684, 144.96122123033936"
665911,Riverland Bar,"Vault, 1-9 Princes Walk, Melbourne, 3000",Melbourne (CBD),Bar,http://www.riverlandbar.com/,-37.81868951,144.9686972,POINT (144.968697209532 -37.81868951154),"-37.818689511539546, 144.96869720953168"
560832,Disco Bar,"Level 1-4, 167-175 Franklin Street, Melbourne, 3000",Melbourne (CBD),Bar,https://www.tripadvisor.com.au/LocationPhotoDirectLink-g255100-d286290-i126403786-Discovery_Melbourne-Melbourne_Victoria.html,-37.80871597,144.9590246,POINT (144.959024579429 -37.80871596791),"-37.80871596791028, 144.95902457942904"
660469,Margaret Court Arena,"Margaret Court Arena, Melbourne Park, 200 Batman Avenue, Melbourne, 3004",Melbourne (Remainder),Performance space,https://www.margaretcourtarena.com.au/,-37.82259001,144.9779329,POINT (144.977932921749 -37.822590007766),"-37.8225900077663, 144.9779329217489"
587502,Ms Collins,"Gnd & Mezzanine, 425 Collins Street, Melbourne, 3000",Melbourne (CBD),Nightclub,http://www.mscollins.com.au/,-37.81737789,144.9605538,POINT (144.960553816958 -37.817377888963),"-37.8173778889626, 144.96055381695814"
503039,Spaghetti Tree Restaurant,"Ground, 59-63 Bourke Street, Melbourne, 3000",Melbourne (CBD),Bar,http://www.spaghettitree.com.au/,-37.81195322,144.9714825,POINT (144.971482459092 -37.8119532179),"-37.8119532178998, 144.97148245909204"
628340,The Wharf Hotel,"Shop 17, Ground, 18-38 Siddeley Street, Docklands, 3008",Docklands,Hotel,https://www.wharfhotel.com.au/,-37.82227454,144.9535975,POINT (144.953597464404 -37.822274540645),"-37.82227454064513, 144.9535974644043"
545389,Off The Hip Records,"Basement, 387 Flinders Lane, Melbourne, 3000",Melbourne (CBD),Multi-use,https://whatson.melbourne.vic.gov.au/Shopping/BooksMusicandStationery/Music/Pages/1418.aspx,-37.81817022,144.9612684,POINT (144.9612683911 -37.818170221926),"-37.818170221925946, 144.9612683910999"
681564,Speakeasy HQ,"Level 1, 520-522 Flinders Street, Melbourne, 3000",Melbourne (CBD),Theatre,http://speakeasy-hq.com/,-37.82035793,144.9569663,POINT (144.956966253098 -37.820357932688),"-37.820357932687585, 144.95696625309793"
681548,170 Russell/Billboard Nightclub,"Basement,Part Ground & Part Level 8, 180 Russell Street, Melbourne, 3000",Melbourne (CBD),Nightclub,http://billboardsaturdays.com.au/,-37.81205225,144.9679367,POINT (144.967936728464 -37.812052247519),"-37.812052247519325, 144.96793672846434"
681851,The Irish Times Pub,"Gnd & Flr1, 427 Little Collins Street, Melbourne, 3000",Melbourne (CBD),Bar,http://theirishtimespub.com.au/,-37.81619295,144.9604635,POINT (144.960463460251 -37.816192954778),"-37.81619295477831, 144.960463460251"
561179,El Coco,"Ground, 120 King Street, Melbourne, 3000",Melbourne (CBD),Nightclub,http://elcoco.com.au/,-37.81726434,144.9563836,POINT (144.956383566258 -37.81726434462),"-37.81726434461992, 144.95638356625756"
660010,Vamos,"Level 1, 37-41 Little Bourke Street, Melbourne, 3000",Melbourne (CBD),Bar,http://www.vamos.net.au/,-37.81074784,144.9714656,POINT (144.971465595763 -37.810747836953),"-37.810747836953425, 144.97146559576274"
512713,Kathleen Syme Library and Community Centre,"251 Faraday Street, Carlton, 3053",Carlton,Multi-use,http://www.melbourne.vic.gov.au/community/hubs-bookable-spaces/kathleen-syme-library-and-community-centre/Pages/kathleen-syme-library.aspx,-37.79861751,144.9654894,POINT (144.96548938869 -37.79861750965),"-37.79861750965004, 144.9654893886899"
102153,Assembly Hall,"156 Collins Street, Melbourne, 3000",Melbourne (CBD),Performance space,http://www.hallsforhire.com.au/halls/the-assembly-hall,-37.81482479,144.9683182,POINT (144.968318199047 -37.814824793578),"-37.8148247935781, 144.96831819904696"
575245,Ferdydurke,"Level 1-2, 239 Lonsdale Street, Melbourne, 3000",Melbourne (CBD),Bar,http://www.ferdydurke.com.au/,-37.81152723,144.9653532,POINT (144.96535317015 -37.811527225541),"-37.811527225540964, 144.96535317015017"
632394,Troika Bar,"Ground, 106 Little Lonsdale Street, Melbourne, 3000",Melbourne (CBD),Bar,http://troikabar.com/,-37.80925121,144.9686269,POINT (144.968626860253 -37.809251212233),"-37.809251212232525, 144.96862686025293"
527245,Live Performance Australia,"Level 1, 15 Queen Street, Melbourne, 3000",Melbourne (CBD),Multi-use,http://www.liveperformance.com.au/,-37.81840835,144.962078,POINT (144.962077994605 -37.818408350668),"-37.818408350668456, 144.96207799460493"
108118,Queen Victoria Market,"65-159 Victoria Street, Melbourne, 3000",Melbourne (CBD),Performance space,http://qvm.com.au/,-37.80618853,144.9575349,POINT (144.957534867033 -37.806188527485),"-37.806188527484565, 144.9575348670326"
547502,Platform One,"Vault 7-8, 375-377 Flinders Street, Melbourne, 3000",Melbourne (CBD),Nightclub,http://www.platformone.com.au/,-37.81914828,144.9623231,POINT (144.962323074868 -37.819148275608),"-37.81914827560788, 144.96232307486835"
594101,Mesa Verde,"Unit S13, Level 6, 252 Swanston Street, Melbourne, 3000",Melbourne (CBD),Bar,http://www.mesaverde.net.au/,-37.81204087,144.9650525,POINT (144.965052534542 -37.81204087371),"-37.81204087370973, 144.96505253454222"
619895,The Black Rabbit,"Basement, 85 Queen Street, Melbourne, 3000",Melbourne (CBD),Nightclub,https://www.blackrabbit.melbourne/,-37.81650699,144.9612023,POINT (144.961202258384 -37.816506994449),"-37.816506994449085, 144.96120225838388"
109417,Regent Theatre,"191-197 Collins Street, Melbourne, 3000",Melbourne (CBD),Theatre,https://marrinergroup.com.au/venues/regent-theatre,-37.81534585,144.967538,POINT (144.967538000395 -37.815345852733),"-37.81534585273267, 144.9675380003948"
540197,Therapy Nightclub  at Crown,"Shop 52, Level 2, 8 Whiteman Street, Southbank, 3006",Southbank,Nightclub,http://www.level3atcrown.com.au/,-37.82381122,144.9574145,POINT (144.957414492976 -37.823811222171),"-37.82381122217111, 144.95741449297574"
565950,The Last Chance Rock & Roll Bar,"238 Victoria Street, Melbourne, 3000",Melbourne (CBD),Venue,https://www.facebook.com/thelastchancerockandrollbar/,-37.80601961,144.9585523,POINT (144.958552332013 -37.806019609401),"-37.80601960940114, 144.95855233201263"
